LED1,15.0
LED3,40.45
LED2,13.9
L_perc,55.8472721602
lm_error,4.77359269684
M_corr,34.5149099828
age,26.0
L_peak,559.0
M_perc,44.1527278398
M_peak,530.0
ref,10.0
L_corr,65.4850900172
